DWT,mmsi
,413533558
,413533559
,413795704
"56,800",413271420
"53,300",414320000
53299,414320000
,413795716
,413271430
,563217800
,413795722
,413795724
,413271440
,414320017
,413795778
,413795781
,413795785
,414189005
1265,413795795
,413271531
,413271541
,413271547
,413271550
,413271551
0,413271560
,413271561
,413271562
,413271565
,413271566
,413271567
,413795855
,477234701
"75,600",414058000
76000,414058000
,477234702
,414058004
,414058005
,413271577
,413271578
,413795878
,413795899
,413795902
,413795906
,412354126
,413795919
,412354127
,413795918
,413795933
,412354170
,413795965
,413795972
,413795975
,413271690
,413271691
,413271695
,413795986
,413795988
,413795992
,413795993
,413271706
,413271707
,413271710
,413271711
,413271720
,413271721
,413271722
,413271723
,413796012
,413271726
,413796015
,413271727
,413796018
,413271730
,413271738
,413271739
"47,400",413271740
,413271741
,413271742
,413271743
,413796045
"95,300",566626000
,413796051
,566626003
,121112277
,566626008
,413796067
,413271780
,413271782
,413665000
,413796074
,413796075
,413271797
,413665018
,311691005
,477890303
,413271810
,413271811
,413271814
,413271815
"38,400",373557000
,413271818
,413271819
,413271820
,413271821
,413271822
,413271823
,413271826
,413271827
,413796115
,413271830
,413271831
,413796121
,413271836
,413271837
,413271838
,413271839
,413796128
,413271840
,413796129
,413271842
,413271841
,413796131
,413271846
,413796135
,413271843
,413796137
,413271850
,413271851
,413271847
,413271849
,413271854
,413271855
,413271856
,413271857
,413796144
,413796145
,413271860
,22021938
,413271858
,413271861
,413271862
,413796153
,413271866
,413271867
,413271870
,413271871
,413796202
,413796226
,413796229
,413796233
,413796244
,413796252
,413796254
,413271970
,413271971
,413271974
,413271975
,413796264
,413796265
,413271978
,413271979
,413271980
,413271981
,413271982
,413271983
,413796268
,413796272
,413271986
,413271987
,413796273
,413796271
,413271991
,413796282
,413796283
,413271996
,413271997
,413271998
,413271999
,413796285
,413796289
,413796291
,413796302
,413534160
,413796307
,413272030
,413272031
,413796324
,413272040
,413796331
,413796332
,12060655
,413272050
,413272051
,413796339
,413796341
,413796342
,413272055
,351275001
,351275003
,413796352
,413796355
,413796357
,413272070
,413272071
,413141003
,413796364
,413272078
,413272079
,413272080
,413272081
,413272082
,413796369
,413796372
,413272083
,413272086
,413272084
,413796381
,413272093
,413796393
,413796412
,352979004
,352979006
,413796418
,413272130
,414845000
,413272140
,413272141
,413272142
,414845005
,413272143
,413796433
,413534290
,413534295
,414845017
,413010010
,413010011
,413534298
,413272157
,413010014
,413272158
,413534299
,413010015
,413010020
,413010021
,413534310
,413010030
,413010031
"81,900",241830000
,413796465
,413796466
,477759601
,477759602
,477759603
,477759604
,477759605
,413010040
,477759606
,477759607
,477759611
,477759612
,477759608
,477759614
,477759615
,413010039
,413796481
,413010050
,413010051
,413010055
,413010059
,413010060
,413010061
,413010062
,413010063
,413010066
,413010067
,413272211
,413010070
,413010076
,413272220
,413272221
,413272222
,413272223
,413010080
,413796516
,413272230
,413272231
,412354730
,413272238
,413272239
,413796531
,413796533
,413272246
,413272247
"37,200",372771000
,355600576
,413796549
,413796556
,414583001
,413796571
,414583003
,414583005
,414583006
,414583007
,413272291
,413796581
,52300006
,52300007
,52300009
,52300010
,52300012
,52300015
,413796592
,52300019
,52300020
,413272310
,413272311
,413534460
,413796604
,413272318
,413272319
,374475006
,356256001
,412354818
,413796614
,413796616
,413272342
,413272349
,92801327
,413796668
,413796669
,413272390
,413272391
,413796683
,413272398
,413272399
,413796687
,477890901
,413272406
,413272407
,477890903
,413272410
,413272411
,413796701
,413272414
,413272415
,477890910
,413796708
,413272421
,413796712
,413272429
,413272430
,413272431
,413796724
,413796727
,413272446
,413796739
,413796743
"37,800",374213000
,413272460
,413272461
,413272462
,413272463
,413796749
,413796758
,413272476
,413272477
,413272478
,413272479
,413796765
,413272480
,413796779
,413796792
"45,700",413534650
,413534651
,413796796
,413534654
,413534655
,413796814
,413796815
,413272530
,413272531
,413272538
,413272539
,413272540
,413272541
,413272542
,413272543
,414321116
,413796833
,413534690
,413272571
,413272580
,413272583
,413272589
,805308941
,413796884
,413272597
,413272599
,372116003
,413796901
,413796908
,413272650
,215485003
,413272651
,413796944
,413796954
,413272680
,413272681
,413272682
,413272683
,413272684
,413272685
,413272686
,413272687
,413272696
,413272697
,413272698
,413272699
,413797000
,413797001
,414845579
,413797016
"1,400",413272730
,413272731
,413797021
,413272734
,413797032
,413797034
,477629101
,477629103
,413797043
,413797046
,413797061
,413797069
,413534930
,413272790
,413272791
,413534936
,413534938
,413272799
,413797092
,477891303
,413272814
,413797104
,413797105
,413272820
,413272827
,413534982
"187,900",564661000
,564661001
,564661002
,564661004
,564661005
,564661006
,564661007
,564661016
,413797146
,564661019
,413797161
,413535018
,413535022
,413535023
,413272880
,413272881
,413272882
,413272883
,413272888
,413797178
,413797179
,355208001
,413797185
,355208008
,413272910
,413272911
,355208017
,355208018
,413797204
,413797208
,413272920
,413272921
,413272922
,413272923
,413272925
,413272926
,413272927
,413272930
,413272938
,413797231
,413797232
,413272946
,413272947
2303,413404020
,413404021
,413404022
,413404023
,223218553
,413404031
,355077004
,413797291
,477891501
52,413273010
,413273011
,413273022
,413797313
,413273030
,413273040
,413273041
,413273042
,413797329
,413273043
,413273046
,413273047
,477629401
,413273050
,413273051
,413273054
,413273055
0,413273060
,413273061
,413273062
,413273063
,413273068
,413273069
,413273076
,413273077
,413273078
,413273079
,413797375
,413797386
,232000523
,477891600
,477891602
,477891605
,477891610
,477891615
,413273120
,413273121
,413273122
,413797411
,413273124
,413797413
,413273126
,413273127
,413273129
,413273130
,413273131
,413797418
,413273133
,413273132
,413273135
,413273134
,413273137
,413797425
,414846002
,413273138
,413273146
,413273147
,414846013
,413797441
,232000583
,413011020
,413273180
,413273181
,413273182
,413273183
,413797469
,563088501
,413797504
,413797507
,456789123
,413797512
,232000657
,374607002
,372772002
,413797541
,413797544
,413797545
,413273260
,232000685
,413273261
,232000686
,413273263
,413797557
,232000701
,413273277
,414584001
,414584003
,413273285
,232000711
,232000712
,232000713
,413797577
,232000717
,413273298
,413797587
,413797588
,232000740
,232000746
,413797611
,413535480
,413273340
,413797629
,413273342
,412355840
,413273350
,413273359
,413273362
,413797658
,413797662
,412355870
,477760807
,413273398
,413797689
,413273403
,477891900
,477891902
,352456001
,352456009
,352456016
,414322001
,414322003
,413535582
,413797726
,574492000
,413273450
,574492014
,413797743
,413797744
,413797745
,413797746
,413797752
,413797754
,413797758
,413273471
,413273481
,413273490
,413273491
,413273494
"51,000",414191000
,414191001
,414191002
,413273498
,414191005
,414191006
,413797794
,413273510
,413273511
,413797801
,413797806
,413273518
,413273519
,413273520
,413273526
,413273527
,413273530
,413273531
,413273534
,413273535
,413273540
,413273541
,413273542
,413273543
"33,400",370413000
,413797833
,413797832
,413273548
,413273549
,413797837
,413273551
,413797844
,413797845
,413273558
,413273559
,413797846
,413797858
,413797864
,412356080
,413797872
,413797876
,412356090
,413797889
"93,800",477892100
,413797893
,413535750
,413535751
,413535758
,413535759
,413535767
"6,400",412356120
,413797918
,413273650
"48,900",441192000
,441192001
,412356180
,412356181
,412356182
,412356190
,412356191
,413797986
,413797989
,413797992
,413798000
,413798003
,413404790
,413273720
,413798009
,413273722
,413798011
,413798013
,413798014
,413798015
,413404799
,413798039
,413798043
,355471005
,412356261
"50,400",351801000
,412356268
,412356278
,413798077
,413798078
,413404862
,413798079
,413798084
,412356310
,412356311
,412356320
,412356324
,412356328
,412356335
,412356339
13582,412356350
,412356351
,413798162
,352980763
,412356380
,352980767
,413798177
,413273890
,412356393
,420220716
"31,800",352980782
,352980788
,352980790
"208,800",352980794
,352980795
,412356411
,413798204
,413798206
,412356414
1050,413798209
,352980805
,700059472
,413536083
,413536087
,413536088
,413536089
,352980825
,413536091
,413536092
,413536093
,413273950
,352980831
,413273951
,413798239
,352980830
,413798258
,412356471
,412356479
,412356480
"52,500",352980866
,94900099
,412356483
,352980875
,412356493
,412356494
,413798287
,352980879
,412356496
,413798293
,229380014
,412356541
,413798346
,413798347
,413798348
,413798353
3007,413405140
,413405141
,413405142
,413405143
,413143001
,413405149
,413405150
,413405151
,413274080
,412356581
,412356583
,412356590
,413798385
,413798387
,412356597
,109056002
,413798409
,238293002
1230,413798418
,413798421
,414847000
,414847004
,413798428
,414847006
"174,700",413012000
,413798434
,412356655
,413798468
,413798469
,209064006
,209064008
,413798475
,413798477
,412356690
,413798487
,413798489
,413798492
,477892701
,477892702
,477892703
,413798494
,414716005
,413798522
,413798523
,413798526
,413274246
5169,412356750
4500,412356750
4500,412356750
4500,412356750
4500,412356750
4500,412356750
4500,412356750
,412356751
,413798556
"76,100",414585000
,413274280
,414585002
,414585003
,414585004
,414585005
,413798577
,330830005
,414585017
,414585018
"33,700",441848000
"175,900",477892800
,441848003
,412750021
,412750022
,412750023
,477892811
,412750028
,412750029
,412750030
,412750031
"53,200",372642000
,412750037
,413536470
,412750039
,412750038
,107090140
2442,413405410
"3,500",413405410
2442,413405410
,413405411
,413405418
,413405419
,413405423
,413405426
,413405427
"399,300",477237500
,413274383
,412356881
,412356882
,413274396
,413274398
,413798687
,413798688
,413798692
"75,600",414323000
,414323006
,413798722
,413536580
,413536582
,413798726
,413536588
"61,300",477630800
,477630801
,413798738
,413536598
,413798751
,413798779
"48,700",414192000
47327,414192000
,413798786
,413012354
,413798789
,414192015
,413798807
,413798809
,413798812
,413798814
,412750241
,412750242
,413798817
,412750244
,413798821
,413798818
,412750243
,412750248
,412750245
,412750246
,412750247
,412750249
,412750250
,412750254
,412750255
,412750251
,412750256
,412750258
,412750259
,413798836
,413798842
,413798847
,413798857
,413274570
,477237708
,413798861
,412357070
,477237710
,413798864
,413798881
,413798894
,413798901
,413274646
,412357150
,413405741
,413405743
,413798966
,413405757
750,413798974
,413798979
,413798988
,412488272
,412488273
,412488282
,412488283
,413799005
,413799008
,413799009
,413799013
,412488295
,413799016
,412488301
,412488302
,413799025
,413799032
,412488317
"228,600",370021000
,370021002
,370021005
,413799058
,413799062
,413799065
,222171802
,222171803
,222171805
,413799071
,222171808
,413799073
,222171809
,222171810
,222171811
"46,100",413274790
,413274791
,222171815
,222171816
,222171817
,413274798
,413405871
,413799093
,413799094
,413274807
,413536970
,413799122
,413799124
,413799132
,413799135
"76,200",477631200
,700060383
,412750561
,412750562
,412750563
,413799141
,412750560
,412750565
,413799143
,412750569
,412750572
,412750577
,412750578
"61,000",477369100
,477369102
,413799193
,413799194
,413799205
,413799234
,477631301
,413799237
,413799245
,413406030
,477631310
,373298003
,413799252
,413799254
,413799255
,413799272
,351409001
,413799275
,413799289
,563090300
,413799294
,413537151
,412750720
,413799297
,413799321
,41948058
,413537180
,413537190
,413799335
,413799341
,413406130
,413406131
,413930419
,413930421
,413406134
,413406135
,413537206
,413799351
,413406138
,413406139
,413406140
,413406142
,413406143
,413144000
52212,413144000
,413406150
,413406151
,413144009
,413144011
,413406158
,413537231
,413406160
,413406161
,413406162
,413406159
,413406163
,413406164
,413406166
,413406165
,413406167
,413406168
,413406169
,413406172
,413406173
,413537246
,413406174
,413406175
,413275110
,413275111
"181,300",371201000
,354817006
"5,900",565974000
,413275121
950,412357620
950,412357620
,477107200
,413275151
,700060695
,413275166
,413275170
,413275171
,412750890
,412357680
,230954033
,412226613
,412488766
,933500001
,412750950
,412750951
,374609001
,374609002
,63313005
,412750959
,374609007
"209,300",241702000
,241702002
,241702004
,412750966
,374609017
,370939001
,241702011
,370939002
,413275260
,370939003
,413275261
,413275262
,413275263
,766121111
,412751001
,412751002
,412751003
,412751004
,412751005
,412751007
,412357810
,568857816
,414455001
,200021215
"22,400",413275370
,413275371
,413275375
,413406450
,413537527
,412357881
,413275386
,413275387
,413275460
,412489041
,352327001
,352327002
,352327003
,352327007
,412489067
,563090804
,413275550
,412489126
,413275560
,413275561
,413275562
,412489135
,414062005
,414062014
"45,800",312088000
"24,200",355735000
,355735002
,413406690
,413406691
,353900006
,412358130
"39,100",413931000
39075,413931000
,413931001
,413931002
,413931003
,413931004
,413931007
,413275662
"46,100",413275680
,413275681
,413275684
,413275685
,413275686
,413275687
,413275691
,413275692
,477369901
,477369902
,477369903
,413275693
,413537870
,412358240
,413800035
,901256814
,413800089
,413800091
,413800095
,477107902
,477107903
,413960727
,412358350
,413275887
,413406966
,413800182
,412358390
,413275896
,413275898
,355211001
,355211006
,912267012
5000,412751620
,413275930
,413800233
"63,500",477632300
,477632301
,413800244
,413407040
,413931328
,413275971
,413800264
,205789006
,413800272
,413275987
,413407070
,413407071
,413800306
,412358520
,413276042
,413800335
,233314197
,477108119
,413800358
,413276070
,751572913
,413145018
,413800389
"4,400",413276120
,413276121
,413276122
,413276123
,413276125
,413276126
,413276127
,233314279
,233314292
,413800441
,241834001
,412751891
,412751894
,241834011
,413800476
,412751902
,423761955
,413800507
,413800514
,413800518
,413800519
,412358730
,412358731
,579999822
,440146001
,440146003
,412358746
,413800549
"32,300",352721000
821,412752020
,412752040
,413800622
,413800623
,413800638
,413538527
,370678001
,413276420
,413276423
,983832845
,413276450
,219027759
,219027765
"32,700",352328000
,413800782
,563485007
,563485017
5104,412359010
5104,412359010
5104,412359010
,412359015
,413800816
,413800833
,255728001
,477632900
,255728004
,477632901
,255728006
,477632902
,255728014
,414063007
,219027886
970,412359140
"22,200",413276650
,413276651
,413276657
,412097020
"46,700",373824000
,413800975
5023,412359190
,413538840
,413538841
,413538844
,414456370
,414456371
,412359230
,219028030
,413801034
,413801038
,413801049
,219028058
,355474011
,219028059
,413538924
,413538925
,413538936
,410000008
,410000009
"87,300",209722000
,9181878
,413801158
,373431001
,410000097
,412752620
,412752621
,412752622
,413276925
23909,412752640
,412752643
,412752644
,412752645
,412752646
,412752651
,412752652
,412752653
,412752654
,410000143
,412752655
,412752656
,412752658
938,413408020
,412752661
,412752662
,412752663
,412752669
,412752670
,412752681
,412752682
,412752683
,412752684
,412752685
,412752686
,412752687
,413539121
,413539122
,413539123
,413539124
,413539125
,412752691
,413539127
,412752696
,239999801
,412752698
,413539130
,413539131
,239999805
,239999806
,413539132
,413539134
,239999804
,239999807
,239999802
,239999803
,888413001
,413801297
,410000213
,413801329
,413539191
,413801347
,310123401
,310123402
,310123403
,413146001
,413146005
,413801365
,413801368
,413801376
,413801378
,413801399
,413801401
,413801402
,412359613
,413801405
,413801417
,413801418
,413801425
,413801432
,413801461
,412359670
,371072001
,371072005
,413408270
,413408271
,413801489
,413801491
,413015060
,413801494
"48,700",414719000
48743,414719000
,414719002
,414719003
,414719005
,414719006
,414719007
,312745003
,354557000
,354557002
,354557003
,354557004
,413801557
,413277280
,413277290
,413015150
,413801587
,413801588
,413801594
,413015171
,413801607
,413277320
,413277322
,413015180
,413015181
,413015182
,413015183
,413277326
,413277327
,413015186
,413015187
,413015196
,413015198
,413015199
,413801637
"60,000",414457000
,414457001
,413801647
,413539510
,414457017
,312483001
,312483002
,312483005
,312483006
,312483007
,413277380
,413277382
,999300301
,342760655
"207,900",372514000
,372514001
,372514002
,372514003
,372514004
,372514005
,372514008
,372514009
,372514012
,372514013
,372514014
,477895903
,372514015
,413801701
,413801756
7100,671096100
,414195004
,312221005
,413801813
,413801817
30200,255729000
"32,800",567025000
,567025001
,413408620
,413801837
,567025005
,413408630
,413408631
"70,800",414064000
,413801857
,414064002
,413801863
,413801864
,413801865
,414064010
,414064011
,412753290
,412229005
,412753291
,414064015
,414064014
,414064016
,414064018
,414064019
,412229011
,413801876
,413801877
,412229017
,413801883
,413539750
,413539751
,413801894
,413801897
"20,600",413277610
,413277611
,413801898
,413539758
,413801917
,413801939
,413801945
,413277671
,413801961
,413277678
,413277679
,413801974
,413277686
,413801982
,412753410
,412753419
26510,413802000
,412753427
,413802003
,413802013
,413802019
,214310446
"83,700",209854000
,100802102
,100802103
,100802104
,100802105
,100802106
,100802107
,413802044
,100802110
"32,800",311041600
,100802113
,100802114
,413802052
,413539910
,351805000
,351805001
,413408840
,413408841
,413408845
3089,413802061
,100802131
,413802086
,413802114
,413802117
,413802121
,232005278
,413802158
"50,500",413277870
,413277871
,477765302
,413802167
,477765303
,229646015
,413802177
,373432002
,413802186
,413802187
4720,413802188
,413802189
,413802191
,413802192
,413802198
"82,400",219029208
,413802224
,413409010
,413409011
,413802227
,413409014
,413409015
,413409018
,413802252
,356917007
,356917016
,413277981
,413802278
,415113001
,413802283
,413802285
,413147000
52191,413147000
,412360568
,412360578
,200023960
"45,500",413278110
,413278111
,412360609
,8098
,352985001
,354820013
,413278140
,413278141
,413278142
,413278143
,413016011
,413016015
,413016021
,413016023
,413016028
,413016029
,413016031
,412753890
"325,000",354689000
,354689001
,413016042
"72,400",371073000
,8790003
,413540340
"28,100",351019000
,351019001
,351019002
,351019003
,413016057
,351019006
,351019007
,412753941
,412753942
,412753943
,413540390
,413540391
,413933609
,413278250
,413540398
,413540399
,413540406
,413540407
,413278270
,413278271
,413540415
,412753982
"76,100",414589000
,413278280
,700063834
,412754020
,356778004
,356778008
,413016189
,413802626
,413802628
,413802629
,356778011
,413933705
,413933706
1020,413802634
2580,413802633
,413802639
,414458000
,413278351
,414458005
,414458006
,413802652
,412360860
,413278366
,413278367
,413016230
1392,413933739
,413802669
,413933761
,413802696
,413802697
,413278431
,412229857
,413933807
,413802743
,413802746
,413278461
,413802752
,413802757
,413802758
,413802775
,563487000
,413802779
,413016347
,413933853
"65,000",414196000
,563093800
,563093801
820,413802794
,413802798
,312222001
,413802806
,413802815
,413802816
,413802825
,413540691
"33,500",413409620
,413540694
,413933919
,415899999
,413802855
,413278570
,413278571
,413802861
,413278574
,413278575
,413933938
,413802868
,413278586
,413278587
,413802877
,413278590
,413278591
"81,900",357573000
,357573001
,357573003
,357573007
1385,413933971
,413540760
,357573016
,357573017
,357573018
,413409690
,413802914
,413802924
,413802925
,413933997
,413934002
,413934008
,413802937
,413802939
,512369088
,413802947
"32,700",311042500
,413802962
,413802979
,413802982
,413802999
,412361240
,412361245
,353641001
,413803049
"56,700",477766200
,353641017
,477766202
,477766201
,477766207
"43,500",249832000
,229778000
,413803128
,413803164
,412361380
14304,413409960
,413409961
,413409963
,413409965
"180,200",232006324
12000,353379000
,353379003
,232006334
,413541070
,413541071
,413541087
,413803244
,413803252
,413803256
,413410040
,413410041
,413410043
,413410044
,413410045
,413410046
,413410047
,413803272
,413803288
,413803295
,413803311
,413803321
"81,600",413279040
,413279041
,413279048
,413279050
,413279054
,413279055
,413279058
,412361560
,412361563
,413279067
,413148001
,413148003
,413148008
,413803369
,413148009
,412361590
,413803391
,413803395
,413803412
,413803426
,413803437
,413017011
,413017014
,413017015
,413279161
,413279162
,413017019
,413279166
,413017022
,413017023
,413279167
,413017030
,413017031
,413803462
"189,700",241837000
,413017038
,413017039
,413017046
,413803485
,76030954
,420094960
,420094962
,420094965
,312747000
,891298820
"52,500",352986127
,352986147
,413017130
,412230699
,352986155
,412230702
,352986159
,412230712
,412230713
,412755002
,412230715
,412230714
"52,400",352986172
,412230717
,352986173
,412230719
,352986175
,412755007
,352986174
,312616002
,412230725
,412230727
"179,900",563094600
,312616008
,312616013
,312616015
,563094607
"37,300",352986193
717,412361810
717,412361810
717,412361810
"74,700",352986195
,412230739
,312616018
,312616019
,413803607
,413803606
,563094617
,412230746
,412230751
,412230755
,412230757
,412361831
,412230762
,412361838
28082,412361840
,412230768
,412361841
,412361842
,412361843
,412361844
,412361845
,412361846
,412361847
,412361849
,412361852
,412361853
,412361854
,412361855
,412230784
,412230787
,412230788
,412230789
,412361861
,412755090
,412755091
,412361877
,412755119
,413279440
,413803734
,413803738
,413803739
,241313001
,413803756
,22160622
,477766901
,477766902
,477766903
,412230905
,232400121
,477766909
,413803775
,412230913
,412230918
"75,400",414197000
75411,414197000
,414197001
,414197003
,413803792
"73,100",412362000
,412362001
,412230931
,412362002
,412230933
,412362003
,412230932
,412230935
,414197017
,412230946
,412230947
,412230951
,412230952
,412230954
,413279531
,412230958
,413279535
,412362031
,413279534
,372254000
,413541680
,372254002
,415900978
,413279538
,412230967
,412362040
,413279546
,413279547
,412362043
,412230970
,412362045
,412362042
,352200001
,352200002
,412362050
,352200003
,352200004
,352200005
,413803846
,352200007
,352200009
,412362051
,352200011
,352200015
,352200017
,352200018
,414066001
,412362066
,413803859
,414066005
,414066013
,414066014
,413803873
,413803874
,232400236
,82060655
"21,900",373958000
,373958003
,412231027
,413803902
,373958015
,413279620
,413935002
,413935003
,412362140
,413935006
,477111711
,413803935
,412362150
,390079919
"298,200",477242800
,413803955
"298,000",357443000
,412231097
,412231099
,477767103
,413279680
,355608003
,566765001
,566765003
,412231116
,566765004
,566765005
,566765006
,412231126
,412231128
,412231135
,412231153
,413541890
,413541891
,413279750
,413541894
,413541895
,413279751
,413804042
,413279758
,413279766
,413804068
,412231206
,413804071
,412362280
,413804073
,413804074
,413804078
,215230003
,215230004
,412231224
,412231225
,412231227
,412231231
,413804114
,412231254
,413804119
,413279830
,413804118
,373565018
,412231262
,413279839
,413804128
,412231267
,412231276
,412231278
,412231279
,412231282
4030,412755570
,413804151
,412231291
,412755583
,413804161
,412231298
"56,600",477767300
,412231305
,413804172
,413410962
,209594008
,413410974
,413804193
,413804196
,413804197
,413804204
"25,600",413279930
,413279931
,413804219
,413542078
,413279934
,413542079
,232007361
,232007362
,413804228
,232007365
,232007369
,671885003
,232007374
,412231374
,671885007
,671885016
,413279961
12300,373303000
,413279962
,413279963
,413279964
,413804254
,413279967
,413279965
,413279966
,413279974
,300820198
,413411050
,413279982
,413279983
,413466570
,413279986
"46,200",413279990
,413279991
,413804285
,413804287
,413279999
,413280001
"55,500",477898500
,477898501
,413804304
,413411111
,413804328
,413411119
,232007479
,412231479
,412231482
,413149000
52219,413149000
,413149001
,412362570
,413149002
,413804365
,413804366
,412362574
,413804371
,412362580
,412362581
,413804389
,413804399
,413804401
,413804404
,412231563
,413411222
,413411223
,413018010
,413018011
,413804444
,413804443
,413018014
,413411231
,413018015
3000,413411230
,413018020
,413018021
,413018022
,412231589
,412231591
,413018023
,412231592
,413018028
,413018029
,413018030
,413018031
,477767600
,477767601
,412231601
,477767604
,413018036
,477767606
,413018037
,413018040
,413804473
,413804474
,413018041
,413804476
,413018042
,413018043
,413804479
,413018045
,413018046
,413018047
"3,300",413018050
,413804484
,413018051
,413018054
,413018055
,413280191
,413018058
,413018059
,413018060
,413018061
,413018062
,413018063
,413804492
374,412755920
,413018066
,413018067
,413018070
,413018071
,413018076
,413018077
,413018078
,413018079
,413280222
,413280221
,413280223
,413804518
,413804519
,34220009
,413804527
,413804544
,413804548
,413804551
,413804552
,413804557
,413542421
