event_id,mmsi,mmsi_cate,ship_name,imo,begin_time,end_time,begin_lng,begin_lat,end_lng,end_lat,middle_lng,middle_lat,avg_lng,avg_lat,middle_hdg,max_hdg,min_hdg,middle_sog,max_sog,middle_cog,max_cog,min_cog,max_rot,min_rot,middle_rot,point_num,avg_speed,avg_steady_speed,sailing_distance,zone_id,navistate,now_port_name,now_port_id,now_dock_name,now_dock_id,now_berth_name,now_berth_id,now_port_lng,now_port_lat,event_categories,province,country,event_cate,begin_year,begin_month,begin_day
2023080800573015118231A,3,A,,,1691456267.0,1691470852.0,117.51751999999999,30.238781,122462751.0,28263350.0,120283945.0,30427400.0,121565937.0,28263337.0,0.0,0.0,0.0,0.0,49.0,900.0,8900.0,900.0,0.0,0.0,0.0,5.0,0.0,,0.0,2226015.0,0.0,songmen,3565.0,-1,-1.0,-1,-1.0,122.4455,23.7504,low_speed_event,,China-People'sRepublicOf,1.0,2023,8,8
2023081000093007117931A,3,A,,,1691626143.0,1691706785.0,120.745165,27.977280999999998,121586731.0,23747210.0,122451531.0,23667731.0,120745153.0,29888931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,,0.0,2236807.0,15.0,wenzhou,3620.0,Longwan Terminal,1797.0,-1,-1.0,121.0913,30.4256,low_speed_event,,China-People'sRepublicOf,0.0,2023,8,10
2023081200063007117931A,3,A,,,1691798765.0,1691830259.0,120.7451,23.747145,122205581.0,19716650.0,121953131.0,27977300.0,121586588.0,30403916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,0.0,2236807.0,15.0,wenzhou,3620.0,Longwan Terminal,1797.0,-1,-1.0,122.4629,23.7504,low_speed_event,,China-People'sRepublicOf,0.0,2023,8,12
2023081501183007117731A,3,A,,,1692062282.0,1692139321.0,120.28390999999999,30.426790999999998,120745150.0,30409371.0,120745150.0,28263351.0,121885815.0,27979743.0,0.0,0.0,0.0,0.0,71.0,0.0,31420.0,0.0,0.0,0.0,0.0,27.0,0.0,,0.0,2236807.0,15.0,ruian,3510.0,-1,-1.0,-1,-1.0,122.4507242,30.41942427,low_speed_event,,China-People'sRepublicOf,1.0,2023,8,15
2023081604273024120431A,3,A,,,1692160035.0,1692227938.0,121.586551,23.747235,120283836.0,28260900.0,109221931.0,30426266.0,122443850.0,23747542.0,0.0,0.0,0.0,5.0,11.0,500.0,20600.0,500.0,0.0,0.0,0.0,57.0,0.0,,0.0,2146824.0,0.0,ningbo,3467.0,ningbozhoushan61,10668.0,-1,-1.0,120.7937,30.2389,low_speed_event,,China-People'sRepublicOf,0.0,2023,8,16
2023081700113024120431A,3,A,,,1692231110.0,1692238844.0,122.479931,28.262296,121953150.0,30420965.0,120745115.0,30421000.0,122205522.0,23668448.0,0.0,0.0,0.0,97.0,97.0,33500.0,33500.0,33500.0,0.0,0.0,0.0,4.0,0.0,,0.0,2146824.0,15.0,zhoushan,3730.0,Shulanghu Ore Terminal,1627.0,5,7351.0,120.7937,27.9681,low_speed_event,,China-People'sRepublicOf,1.0,2023,8,17
2023081900053024120431A,3,A,,,1692403500.0,1692424827.0,121.885515,28.263355999999998,120745115.0,23747250.0,122443850.0,27977316.0,120745156.0,30238828.0,0.0,0.0,0.0,0.0,15.0,300.0,300.0,300.0,0.0,0.0,0.0,36.0,0.0,,0.0,2146824.0,15.0,ningbo,3467.0,ningbozhoushan62,10669.0,-1,-1.0,121.6226,30.41818482,low_speed_event,,China-People'sRepublicOf,0.0,2023,8,19
2023082000293024120431A,3,A,,,1692491363.0,1692522596.0,122.44385,28.104231,120745115.0,28103731.0,122205350.0,19716700.0,117519823.0,28132127.0,0.0,0.0,0.0,8.0,72.0,200.0,34200.0,200.0,0.0,0.0,0.0,31.0,0.0,,0.0,2146824.0,15.0,zhoushan,3730.0,Shulanghu Ore Terminal,1627.0,-1,-1.0,109.1973,30.4236,low_speed_event,,China-People'sRepublicOf,0.0,2023,8,20
2023082102253019119831A,3,A,,,1692584720.0,1692587236.0,122.45155,27.977280999999998,121886031.0,30426266.0,121885866.0,23747366.0,120705571.0,23747274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4875156696517837,,2.12402106,2168419.0,15.0,ningbo,3467.0,NINGBO23,12710.0,-1,-1.0,120.64035,22.6168,low_speed_event,,China-People'sRepublicOf,1.0,2023,8,21
2023082303483010118131A,3,A,,,1692762485.0,1692835023.0,122.462926,19.716715999999998,122451600.0,30427270.0,117811761.0,28262175.0,121953140.0,30426266.0,0.0,0.0,0.0,6.0,99.0,18350.0,35510.0,0.0,0.0,0.0,0.0,21.0,0.0,,0.0,2236807.0,15.0,wenzhou,3620.0,Yueqingwan Terminal,1777.0,-1,-1.0,117.5123,22.6168,low_speed_event,,China-People'sRepublicOf,1.0,2023,8,23
