Event_id,mmsi,Mmsi_cate,Ship_name,IMO,Begin_time,End_time,Begin_lon,Begin_lat,end_lon,end_lat,Middle_lon,Middle_lat,Avg_lon,Avg_lat,Middle_hdg,Max_hdg,Min_hdg,Middle_sog,Max_sog,Middle_cog,Max_cog,Min_cog,Max_rot,Min_rot,Middle_rot,Point_num,avgSpeed,AvgSteadySpeed,SailingDist,Zone_id,Navistate,nowPortName,nowPortId,nowDockName,nowDockId,nowBerthName,nowBerthId,nowPortLon,nowPortLat,Event_categories,province,Country,Event_cate,begin_lng,begin_lat
202062355219906181,4,,,,1592862754.0,1592929896.0,-160046951.0,-28197916.0,-160048606.0,-28200781.0,-160046805.0,-28197895.0,-160047567.44444448,-28199099.55555556,16800.0,37300.0,4700.0,5.0,47.0,16870.0,23540.0,6600.0,0.0,0.0,0.0,9,0.2283626178157441,,0.5676622900000001,4257199.0,15.0,,,,,,,,,low_speed_event,,,0,124.62451987753066,24.745152751083822
202062082020406151,4,,,,1592612419.0,1592690337.0,-159519431.0,-28485210.0,-159518751.0,-28484930.0,-159519200.0,-28485106.0,-159519113.20000002,-28485095.33333333,40400.0,44900.0,6400.0,9.0,33.0,9690.0,36840.0,2370.0,0.0,0.0,0.0,15,0.0,,0.0,4264404.0,15.0,,,,,,,,,low_speed_event,,,0,124.62450715578001,24.745627464904075
20206166920006051,4,,,,1592258986.0,1592293726.0,-159985920.0,-29478165.0,-159986601.0,-29478700.0,-159986131.0,-29478396.0,-159986231.79999998,-29478434.4,49600.0,49600.0,27500.0,20.0,26.0,18910.0,37940.0,4500.0,0.0,0.0,0.0,5,0.2403149718158337,,0.5756147400000001,4300400.0,15.0,,,,,,,,,low_speed_event,,,0,124.62448643802209,24.745538194043718
202062703019906181,4,,,,1593189045.0,1593259597.0,-160029726.0,-28126676.0,-160027006.0,-28129111.0,-160028671.0,-28128136.0,-160028348.20000002,-28128120.3,13900.0,45900.0,7100.0,18.0,29.0,34450.0,38040.0,5000.0,0.0,0.0,0.0,10,0.1445700449500841,,0.22133462,4253599.0,15.0,,,,,,,,,low_speed_event,,,0,124.62450176090628,24.744796236570465
202061942720406091,4,,,,1592512075.0,1592518112.0,-159545855.0,-29062151.0,-159545651.0,-29062426.0,-159545855.0,-29062151.0,-159545753.0,-29062288.5,41200.0,41200.0,17200.0,46.0,46.0,31020.0,31020.0,27440.0,0.0,0.0,0.0,2,3.1798695816843634,6.621052631578948,111.44165548,4286004.0,15.0,,,,,,,,,low_speed_event,,,1,124.62441260060535,24.744108543110787
202061731920406061,4,,,,1592335143.0,1592421487.0,-159561535.0,-29326400.0,-159561471.0,-29326536.0,-159561535.0,-29326400.0,-159561513.66666666,-29326445.333333336,25200.0,29400.0,25200.0,20.0,27.0,4780.0,8930.0,4780.0,0.0,0.0,0.0,3,4.628202863984736,6.753333333333334,84.79757677999999,4296804.0,15.0,,,,,,,,,low_speed_event,,,1,124.62440473504054,24.745896311881523
202062605920006181,4,,,,1593104398.0,1593126517.0,-159952575.0,-28121151.0,-159952691.0,-28121300.0,-159952575.0,-28121151.0,-159952603.99999997,-28121188.250000004,28900.0,28900.0,15200.0,23.0,23.0,39140.0,39140.0,25520.0,0.0,0.0,0.0,4,3.510784213083465,6.177777777777778,41.30374375,4253600.0,15.0,,,,,,,,,low_speed_event,,,1,124.62459296384102,24.745990343713594
202061632120006051,4,,,,1592248916.0,1592321012.0,-159978526.0,-29471706.0,-159978805.0,-29472081.0,-159978631.0,-29471821.0,-159978663.66666666,-29471895.000000004,27800.0,50400.0,16800.0,25.0,41.0,7340.0,37350.0,7340.0,0.0,0.0,0.0,6,0.1793763246939913,,0.18335852,4300400.0,15.0,,,,,,,,,low_speed_event,,,0,124.62458770963738,24.74496078404684
202062703019906181,4,,,,1593189045.0,1593237818.0,-160029726.0,-28126676.0,-160027006.0,-28129111.0,-160028671.0,-28128136.0,-160028348.20000002,-28128120.3,13900.0,45900.0,7100.0,18.0,29.0,34450.0,38040.0,5000.0,0.0,0.0,0.0,10,0.1445700449500841,,0.22133462,4253599.0,15.0,,,,,,,,,low_speed_event,,,0,124.6245068791999,24.745438678450768
202062833419806181,4,,,,1593286482.0,1593324483.0,-160102771.0,-28146645.0,-160103540.0,-28150570.0,-160102631.0,-28149060.0,-160102839.0,-28148552.85714286,12100.0,50200.0,10900.0,3.0,53.0,22400.0,39050.0,2000.0,0.0,0.0,0.0,14,0.1903915237169196,,0.1739517,4253598.0,15.0,,,,,,,,,low_speed_event,,,0,124.62450503339103,24.74440405679808
202062482919806151,4,,,,1592958597.0,1593042310.0,-160188810.0,-28401741.0,-160188126.0,-28401866.0,-160188573.0,-28401561.0,-160188536.75,-28401706.0,11600.0,46000.0,11600.0,1.0,32.0,21900.0,28130.0,2280.0,0.0,0.0,0.0,8,0.0,,0.0,4264398.0,15.0,,,,,,,,,low_speed_event,,,0,124.6245271687994,24.74438090258604
2020616172519906041,4,,,,1592299528.0,1592361923.0,-160023775.0,-29503206.0,-160023925.0,-29503106.0,-160023775.0,-29503206.0,-160023849.99999997,-29503156.0,3200.0,9000.0,3200.0,26.0,80.0,23770.0,23770.0,9020.0,0.0,0.0,0.0,2,0.3158486715604715,,0.8811640400000001,4303999.0,15.0,,,,,,,,,low_speed_event,,,1,124.62458297270383,24.744414818093187
202062513020206171,4,,,,1593019817.0,1593082812.0,-159793266.0,-28224526.0,-159794771.0,-28226081.0,-159793266.0,-28224526.0,-159793767.66666666,-28225044.33333333,31800.0,43400.0,31800.0,8.0,22.0,31840.0,33240.0,31840.0,0.0,0.0,0.0,3,3.642658353358956,6.594444444444445,70.13609213000002,4257202.0,15.0,,,,,,,,,low_speed_event,,,1,124.62447897234063,24.74497528511159
202062211720606151,4,,,,1592795239.0,1592805501.0,-159330826.0,-28454001.0,-159331380.0,-28453860.0,-159331210.0,-28453845.0,-159331138.6666667,-28453902.0,22900.0,47200.0,22900.0,13.0,16.0,33200.0,33200.0,16550.0,0.0,0.0,0.0,3,0.0836686376339667,,0.18108118,4264406.0,15.0,,,,,,,,,low_speed_event,,,0,124.62440765086532,24.745718874254752
2020628182019806181,4,,,,1593339609.0,1593362771.0,-160117256.0,-28178511.0,-160117191.0,-28179241.0,-160117246.0,-28178761.0,-160117238.6666667,-28178813.0,11600.0,41800.0,11600.0,25.0,29.0,21860.0,31010.0,870.0,0.0,0.0,0.0,9,0.208803710154647,,0.21934718,4253598.0,15.0,,,,,,,,,low_speed_event,,,0,124.62444127547705,24.744157914127435
2020622144120606151,4,,,,1592808118.0,1592816422.0,-159336221.0,-28452691.0,-159337311.0,-28452855.0,-159336480.0,-28452730.0,-159336726.75,-28452788.0,29900.0,42600.0,21200.0,6.0,29.0,29990.0,32710.0,790.0,0.0,0.0,0.0,4,0.0823153099393123,,0.51188591,4264406.0,15.0,,,,,,,,,low_speed_event,,,0,124.62441468809229,24.745266958912943
202062591820206171,4,,,,1593047938.0,1593094075.0,-159791050.0,-28223410.0,-159790996.0,-28223241.0,-159791050.0,-28223410.0,-159791023.0,-28223325.5,34700.0,34700.0,20000.0,47.0,47.0,34720.0,34720.0,20060.0,0.0,0.0,0.0,2,0.2041841886288237,,0.18865423,4257202.0,15.0,,,,,,,,,low_speed_event,,,1,124.62444650186012,24.745417913553613
20206166920006051,4,,,,1592258986.0,1592342753.0,-159985920.0,-29478165.0,-159986601.0,-29478700.0,-159986131.0,-29478396.0,-159986231.79999998,-29478434.4,49600.0,49600.0,27500.0,20.0,26.0,18910.0,37940.0,4500.0,0.0,0.0,0.0,5,0.2403149718158337,,0.5756147400000001,4300400.0,15.0,,,,,,,,,low_speed_event,,,0,124.62448142885773,24.74515556425074
202061632120006051,4,,,,1592248916.0,1592264675.0,-159978526.0,-29471706.0,-159978805.0,-29472081.0,-159978631.0,-29471821.0,-159978663.66666666,-29471895.000000004,27800.0,50400.0,16800.0,25.0,41.0,7340.0,37350.0,7340.0,0.0,0.0,0.0,6,0.1793763246939913,,0.18335852,4300400.0,15.0,,,,,,,,,low_speed_event,,,0,124.6245077422505,24.74494588813856
2020616104020006051,4,,,,1592275246.0,1592343510.0,-159999445.0,-29488151.0,-159999540.0,-29488306.0,-159999445.0,-29488151.0,-159999492.5,-29488228.5,10000.0,44500.0,10000.0,15.0,15.0,30510.0,30510.0,24110.0,0.0,0.0,0.0,2,0.2476939372537204,,0.5862808600000001,4300400.0,15.0,,,,,,,,,low_speed_event,,,1,124.6244470917386,24.745355186835287
202062612720006181,4,,,,1593106059.0,1593173533.0,-159953831.0,-28122526.0,-159957566.0,-28125576.0,-159956735.0,-28125451.0,-159956433.21428573,-28125015.33333333,18200.0,50400.0,1000.0,11.0,58.0,28490.0,40400.0,400.0,0.0,0.0,0.0,42,0.2637299023042881,,0.22454091,4253600.0,15.0,,,,,,,,,low_speed_event,,,0,124.624419127341,24.74545523103946
20206166920006051,4,,,,1592258986.0,1592284596.0,-159985920.0,-29478165.0,-159986601.0,-29478700.0,-159986131.0,-29478396.0,-159986231.79999998,-29478434.4,49600.0,49600.0,27500.0,20.0,26.0,18910.0,37940.0,4500.0,0.0,0.0,0.0,5,0.2403149718158337,,0.5756147400000001,4300400.0,15.0,,,,,,,,,low_speed_event,,,0,124.62447842979947,24.745177059651247
202062612720006181,4,,,,1593106059.0,1593167899.0,-159953831.0,-28122526.0,-159957566.0,-28125576.0,-159956735.0,-28125451.0,-159956433.21428573,-28125015.33333333,18200.0,50400.0,1000.0,11.0,58.0,28490.0,40400.0,400.0,0.0,0.0,0.0,42,0.2637299023042881,,0.22454091,4253600.0,15.0,,,,,,,,,low_speed_event,,,0,124.62458547664146,24.745093830104587
202062744319906181,4,,,,1593204186.0,1593252753.0,-160020051.0,-28133186.0,-160018686.0,-28134316.0,-160019071.0,-28134165.0,-160019182.875,-28133997.125,31600.0,37900.0,2300.0,27.0,27.0,950.0,30780.0,950.0,0.0,0.0,0.0,8,0.1661295228776881,,0.47577996,4253599.0,15.0,,,,,,,,,low_speed_event,,,0,124.62445487446541,24.744382940538173
202062082020406151,4,,,,1592612419.0,1592685867.0,-159519431.0,-28485210.0,-159518751.0,-28484930.0,-159519200.0,-28485106.0,-159519113.20000002,-28485095.33333333,40400.0,44900.0,6400.0,9.0,33.0,9690.0,36840.0,2370.0,0.0,0.0,0.0,15,0.0,,0.0,4264404.0,15.0,,,,,,,,,low_speed_event,,,0,124.6244253162777,24.744646852472478
202062482919806151,4,,,,1592958597.0,1593016754.0,-160188810.0,-28401741.0,-160188126.0,-28401866.0,-160188573.0,-28401561.0,-160188536.75,-28401706.0,11600.0,46000.0,11600.0,1.0,32.0,21900.0,28130.0,2280.0,0.0,0.0,0.0,8,0.0,,0.0,4264398.0,15.0,,,,,,,,,low_speed_event,,,0,124.62458718897186,24.74543298962574
202062285320606151,4,,,,1592787214.0,1592794858.0,-159329406.0,-28453740.0,-159329631.0,-28454285.0,-159329341.0,-28454556.0,-159329510.94444445,-28454346.11111111,31600.0,45500.0,500.0,20.0,26.0,31690.0,37870.0,1290.0,0.0,0.0,0.0,18,0.0,,0.0,4264406.0,15.0,,,,,,,,,low_speed_event,,,0,124.62458375675992,24.744139984759986
2020628143319806181,4,,,,1593326002.0,1593361840.0,-160114410.0,-28166981.0,-160115231.0,-28170251.0,-160114805.0,-28168041.0,-160114857.375,-28168456.375,33100.0,45700.0,15000.0,14.0,30.0,2380.0,38340.0,2380.0,0.0,0.0,0.0,8,0.1445933390854445,,1.22118143,4253598.0,15.0,,,,,,,,,low_speed_event,,,0,124.62455609734897,24.744161446367336
